epoch,loss_mode,tau_phase,gap_01,gap_12,gap_23,s0,s1,s2,s3,tau_reference,train_loss,train_macro_f1,val_loss,val_macro_f1
20,adaptive_ucl_cda_v2,adaptive_tau,1.283584713935852,0.6901010870933533,0.8221315741539001,0.0,0.45910876989364624,0.7059420347213745,0.9999996423721313,0.0999755859375,0.2678012671232765,0.7967383522109015,0.3601520386239308,0.7263290481790377
21,adaptive_ucl_cda_v2,adaptive_tau,1.2851405143737793,0.6941986083984375,0.8220239877700806,0.0,0.4587552845478058,0.7065626382827759,0.9999996423721313,0.0999755859375,0.26102973868076207,0.8033052734078903,0.35595222072169086,0.7326380460801335
22,adaptive_ucl_cda_v2,adaptive_tau,1.28355872631073,0.6973499655723572,0.8253198862075806,0.0,0.45739617943763733,0.7058968544006348,0.9999996423721313,0.0999755859375,0.2529038221824019,0.8092722116269508,0.37187263639662815,0.7270820849155879
23,adaptive_ucl_cda_v2,adaptive_tau,1.2812601327896118,0.7021239995956421,0.8271366357803345,0.0,0.4558798372745514,0.7056996822357178,0.9999996423721313,0.0999755859375,0.2456084523428869,0.8147730010842659,0.3764891630487245,0.7206738678918249
24,adaptive_ucl_cda_v2,adaptive_tau,1.2833343744277954,0.7090529799461365,0.8228086829185486,0.0,0.45585954189300537,0.7077257037162781,0.9999996423721313,0.0999755859375,0.23709356041949278,0.8235510184022359,0.3854250983927077,0.7226883240307546
25,adaptive_ucl_cda_v2,adaptive_tau,1.277750849723816,0.7160990834236145,0.8246616721153259,0.0,0.4533422887325287,0.7074121832847595,0.9999996423721313,0.0999755859375,0.22856524701509176,0.829975579410246,0.37423098093592244,0.7428083102419221
26,adaptive_ucl_cda_v2,adaptive_tau,1.2753627300262451,0.7224282622337341,0.8241066932678223,0.0,0.4519519805908203,0.7079598903656006,0.9999996423721313,0.0999755859375,0.22025460477710643,0.8341774261484339,0.3756227956721931,0.7292130368000571
27,adaptive_ucl_cda_v2,adaptive_tau,1.2729519605636597,0.7286169528961182,0.8235563635826111,0.0,0.4505823254585266,0.7084882855415344,0.9999996423721313,0.0999755859375,0.21164125008497664,0.842579788547081,0.4050245802562438,0.7288438074234356
28,adaptive_ucl_cda_v2,adaptive_tau,1.271997094154358,0.7339050769805908,0.8222740292549133,0.0,0.4497586190700531,0.7092562317848206,0.9999996423721313,0.0999755859375,0.20531451854199417,0.8479943401291989,0.4206365285835254,0.7139266273233218
29,adaptive_ucl_cda_v2,adaptive_tau,1.2673625946044922,0.7444822788238525,0.8189071416854858,0.0,0.44771215319633484,0.7107101082801819,0.9999996423721313,0.0999755859375,0.19691192534688795,0.8541743661421921,0.42716938631641943,0.7352529730067239
30,adaptive_ucl_cda_v2,adaptive_tau,1.2634153366088867,0.7509031295776367,0.8187475204467773,0.0,0.44595322012901306,0.711002767086029,0.9999996423721313,0.0999755859375,0.19017680108990723,0.8603550384898241,0.42389112099368703,0.7260029837313101
31,adaptive_ucl_cda_v2,adaptive_tau,1.2641358375549316,0.7555344104766846,0.815708577632904,0.0,0.44584354758262634,0.7123103141784668,0.9999996423721313,0.0999755859375,0.1826381020292558,0.8672340341853279,0.41947888112236975,0.7310174967164595
32,adaptive_ucl_cda_v2,adaptive_tau,1.2604550123214722,0.7611287236213684,0.8156848549842834,0.0,0.44424930214881897,0.7125102877616882,0.9999996423721313,0.0999755859375,0.1777871705960354,0.8710174377352127,0.41896248993172397,0.7331376911968233
33,adaptive_ucl_cda_v2,adaptive_tau,1.255922555923462,0.7685483694076538,0.8145604729652405,0.0,0.4423770010471344,0.7130848169326782,0.9999996423721313,0.0999755859375,0.1687799241222056,0.8804248228998973,0.4467606670280076,0.735877273136355
34,adaptive_ucl_cda_v2,adaptive_tau,1.2550647258758545,0.7723977565765381,0.8131963610649109,0.0,0.44182154536247253,0.7137293815612793,0.9999996423721313,0.0999755859375,0.16230798399921822,0.8846584861661642,0.4487380409244873,0.7229937381518129
35,adaptive_ucl_cda_v2,adaptive_tau,1.2516093254089355,0.7772382497787476,0.8130813837051392,0.0,0.44040822982788086,0.7138978838920593,0.9999996423721313,0.0999755859375,0.15623589174101396,0.8895757652982469,0.4564913298323847,0.7255581625698396
36,adaptive_ucl_cda_v2,adaptive_tau,1.2517439126968384,0.7795607447624207,0.8119036555290222,0.0,0.44025740027427673,0.7144407629966736,0.9999996423721313,0.0999755859375,0.15086105979395414,0.8950951829636056,0.4815569819022963,0.7346870224865752
37,adaptive_ucl_cda_v2,adaptive_tau,1.2513675689697266,0.7831183075904846,0.8100066781044006,0.0,0.4399263262748718,0.7152366042137146,0.9999996423721313,0.0999755859375,0.1465381593688796,0.9006620498479808,0.47918166672951,0.7288368081984766
38,adaptive_ucl_cda_v2,adaptive_tau,1.2503635883331299,0.7863208651542664,0.8087899088859558,0.0,0.439421683549881,0.7157624363899231,0.9999996423721313,0.0999755859375,0.14307550766585725,0.9018499369755459,0.4780014866867216,0.7317502180439545
39,adaptive_ucl_cda_v2,adaptive_tau,1.2496429681777954,0.7899163365364075,0.8069186210632324,0.0,0.43901363015174866,0.7165201306343079,0.9999996423721313,0.0999755859375,0.13852221690438216,0.9065143282182776,0.49821536276686657,0.7312484451206143
40,adaptive_ucl_cda_v2,adaptive_tau,1.2485026121139526,0.7938560843467712,0.80494225025177,0.0,0.4384861886501312,0.7172961235046387,0.9999996423721313,0.0999755859375,0.13408426996308945,0.9109074804757198,0.49117417485808595,0.7352111924801749
41,adaptive_ucl_cda_v2,adaptive_tau,1.248355507850647,0.7963739633560181,0.8032477498054504,0.0,0.43833044171333313,0.7179582715034485,0.9999996423721313,0.0999755859375,0.13106697500447712,0.9125243359995197,0.49410422911094426,0.7334830943628321
