image_id,pred_instance_count,gt_instance_count,tp,fp,fn,object_precision,object_recall,object_f1,mean_matched_iou,merge_count,split_count,count_error,density_bucket,prediction_status,pred_file,gt_file
hurricane-florence_00000076,11,9,8,3,1,0.727273,0.888889,0.8,0.824665,0,1,2,medium,present,hurricane-florence_00000076_pre_disaster.png,hurricane-florence_00000076_pre_disaster_target.png
hurricane-florence_00000077,30,30,28,2,2,0.933333,0.933333,0.933333,0.840818,0,0,0,medium,present,hurricane-florence_00000077_pre_disaster.png,hurricane-florence_00000077_pre_disaster_target.png
hurricane-florence_00000082,4,3,3,1,0,0.75,1.0,0.857143,0.786544,0,0,1,sparse,present,hurricane-florence_00000082_pre_disaster.png,hurricane-florence_00000082_pre_disaster_target.png
hurricane-florence_00000087,53,55,49,4,6,0.924528,0.890909,0.907407,0.833673,1,0,-2,dense,present,hurricane-florence_00000087_pre_disaster.png,hurricane-florence_00000087_pre_disaster_target.png
hurricane-florence_00000092,9,11,9,0,2,1.0,0.818182,0.9,0.805962,0,0,-2,medium,present,hurricane-florence_00000092_pre_disaster.png,hurricane-florence_00000092_pre_disaster_target.png
hurricane-florence_00000095,35,39,32,3,7,0.914286,0.820513,0.864865,0.830579,1,0,-4,dense,present,hurricane-florence_00000095_pre_disaster.png,hurricane-florence_00000095_pre_disaster_target.png
hurricane-florence_00000112,0,0,0,0,0,1.0,1.0,1.0,,0,0,0,sparse,present,hurricane-florence_00000112_pre_disaster.png,hurricane-florence_00000112_pre_disaster_target.png
hurricane-florence_00000113,34,25,23,11,2,0.676471,0.92,0.779661,0.751577,0,0,9,medium,present,hurricane-florence_00000113_pre_disaster.png,hurricane-florence_00000113_pre_disaster_target.png
hurricane-florence_00000116,2,2,2,0,0,1.0,1.0,1.0,0.855082,0,0,0,sparse,present,hurricane-florence_00000116_pre_disaster.png,hurricane-florence_00000116_pre_disaster_target.png
hurricane-florence_00000117,12,10,9,3,1,0.75,0.9,0.818182,0.779991,1,0,2,medium,present,hurricane-florence_00000117_pre_disaster.png,hurricane-florence_00000117_pre_disaster_target.png
hurricane-florence_00000119,10,10,9,1,1,0.9,0.9,0.9,0.792577,0,0,0,medium,present,hurricane-florence_00000119_pre_disaster.png,hurricane-florence_00000119_pre_disaster_target.png
hurricane-florence_00000125,5,4,1,4,3,0.2,0.25,0.222222,0.897872,1,0,1,sparse,present,hurricane-florence_00000125_pre_disaster.png,hurricane-florence_00000125_pre_disaster_target.png
hurricane-florence_00000127,5,4,4,1,0,0.8,1.0,0.888889,0.881728,0,0,1,sparse,present,hurricane-florence_00000127_pre_disaster.png,hurricane-florence_00000127_pre_disaster_target.png
hurricane-florence_00000128,0,1,0,0,1,0.0,0.0,0.0,,0,0,-1,sparse,present,hurricane-florence_00000128_pre_disaster.png,hurricane-florence_00000128_pre_disaster_target.png
hurricane-florence_00000129,2,4,2,0,2,1.0,0.5,0.666667,0.887579,0,0,-2,sparse,present,hurricane-florence_00000129_pre_disaster.png,hurricane-florence_00000129_pre_disaster_target.png
hurricane-florence_00000131,4,4,4,0,0,1.0,1.0,1.0,0.77072,0,0,0,sparse,present,hurricane-florence_00000131_pre_disaster.png,hurricane-florence_00000131_pre_disaster_target.png
hurricane-florence_00000133,2,2,1,1,1,0.5,0.5,0.5,0.838663,0,0,0,sparse,present,hurricane-florence_00000133_pre_disaster.png,hurricane-florence_00000133_pre_disaster_target.png
hurricane-florence_00000135,5,5,4,1,1,0.8,0.8,0.8,0.839227,0,0,0,medium,present,hurricane-florence_00000135_pre_disaster.png,hurricane-florence_00000135_pre_disaster_target.png
hurricane-florence_00000141,9,8,8,1,0,0.888889,1.0,0.941176,0.804996,0,0,1,medium,present,hurricane-florence_00000141_pre_disaster.png,hurricane-florence_00000141_pre_disaster_target.png
hurricane-florence_00000143,9,6,5,4,1,0.555556,0.833333,0.666667,0.776053,0,1,3,medium,present,hurricane-florence_00000143_pre_disaster.png,hurricane-florence_00000143_pre_disaster_target.png
hurricane-florence_00000145,1,1,1,0,0,1.0,1.0,1.0,0.790974,0,0,0,sparse,present,hurricane-florence_00000145_pre_disaster.png,hurricane-florence_00000145_pre_disaster_target.png
hurricane-florence_00000150,7,7,7,0,0,1.0,1.0,1.0,0.865593,0,0,0,medium,present,hurricane-florence_00000150_pre_disaster.png,hurricane-florence_00000150_pre_disaster_target.png
hurricane-florence_00000152,6,7,5,1,2,0.833333,0.714286,0.769231,0.769086,0,0,-1,medium,present,hurricane-florence_00000152_pre_disaster.png,hurricane-florence_00000152_pre_disaster_target.png
hurricane-florence_00000160,4,4,3,1,1,0.75,0.75,0.75,0.851855,0,0,0,sparse,present,hurricane-florence_00000160_pre_disaster.png,hurricane-florence_00000160_pre_disaster_target.png
hurricane-florence_00000167,5,4,4,1,0,0.8,1.0,0.888889,0.86471,0,0,1,sparse,present,hurricane-florence_00000167_pre_disaster.png,hurricane-florence_00000167_pre_disaster_target.png
hurricane-florence_00000169,76,79,67,9,12,0.881579,0.848101,0.864516,0.794912,1,2,-3,dense,present,hurricane-florence_00000169_pre_disaster.png,hurricane-florence_00000169_pre_disaster_target.png
hurricane-florence_00000171,2,2,2,0,0,1.0,1.0,1.0,0.755441,0,0,0,sparse,present,hurricane-florence_00000171_pre_disaster.png,hurricane-florence_00000171_pre_disaster_target.png
hurricane-florence_00000172,9,9,8,1,1,0.888889,0.888889,0.888889,0.757773,0,0,0,medium,present,hurricane-florence_00000172_pre_disaster.png,hurricane-florence_00000172_pre_disaster_target.png
hurricane-florence_00000173,34,38,30,4,8,0.882353,0.789474,0.833333,0.819665,0,1,-4,dense,present,hurricane-florence_00000173_pre_disaster.png,hurricane-florence_00000173_pre_disaster_target.png
hurricane-florence_00000176,9,12,8,1,4,0.888889,0.666667,0.761905,0.813109,0,0,-3,medium,present,hurricane-florence_00000176_pre_disaster.png,hurricane-florence_00000176_pre_disaster_target.png
hurricane-florence_00000177,0,0,0,0,0,1.0,1.0,1.0,,0,0,0,sparse,present,hurricane-florence_00000177_pre_disaster.png,hurricane-florence_00000177_pre_disaster_target.png
hurricane-florence_00000179,30,30,23,7,7,0.766667,0.766667,0.766667,0.796742,2,0,0,medium,present,hurricane-florence_00000179_pre_disaster.png,hurricane-florence_00000179_pre_disaster_target.png
hurricane-florence_00000182,1,0,0,1,0,0.0,1.0,0.0,,0,0,1,sparse,present,hurricane-florence_00000182_pre_disaster.png,hurricane-florence_00000182_pre_disaster_target.png
hurricane-florence_00000184,60,64,52,8,12,0.866667,0.8125,0.83871,0.840216,4,0,-4,dense,present,hurricane-florence_00000184_pre_disaster.png,hurricane-florence_00000184_pre_disaster_target.png
hurricane-florence_00000186,7,7,5,2,2,0.714286,0.714286,0.714286,0.794654,0,0,0,medium,present,hurricane-florence_00000186_pre_disaster.png,hurricane-florence_00000186_pre_disaster_target.png
hurricane-florence_00000187,46,49,37,9,12,0.804348,0.755102,0.778947,0.850362,3,1,-3,dense,present,hurricane-florence_00000187_pre_disaster.png,hurricane-florence_00000187_pre_disaster_target.png
hurricane-florence_00000196,83,88,76,7,12,0.915663,0.863636,0.888889,0.813028,2,2,-5,dense,present,hurricane-florence_00000196_pre_disaster.png,hurricane-florence_00000196_pre_disaster_target.png
hurricane-florence_00000197,10,8,8,2,0,0.8,1.0,0.888889,0.829994,0,0,2,medium,present,hurricane-florence_00000197_pre_disaster.png,hurricane-florence_00000197_pre_disaster_target.png
hurricane-florence_00000200,18,21,17,1,4,0.944444,0.809524,0.871795,0.791123,2,0,-3,medium,present,hurricane-florence_00000200_pre_disaster.png,hurricane-florence_00000200_pre_disaster_target.png
hurricane-florence_00000204,6,3,3,3,0,0.5,1.0,0.666667,0.789819,0,0,3,sparse,present,hurricane-florence_00000204_pre_disaster.png,hurricane-florence_00000204_pre_disaster_target.png
hurricane-florence_00000208,1,1,1,0,0,1.0,1.0,1.0,0.893321,0,0,0,sparse,present,hurricane-florence_00000208_pre_disaster.png,hurricane-florence_00000208_pre_disaster_target.png
hurricane-florence_00000211,41,36,32,9,4,0.780488,0.888889,0.831169,0.780857,0,0,5,dense,present,hurricane-florence_00000211_pre_disaster.png,hurricane-florence_00000211_pre_disaster_target.png
hurricane-florence_00000215,11,12,11,0,1,1.0,0.916667,0.956522,0.786182,0,0,-1,medium,present,hurricane-florence_00000215_pre_disaster.png,hurricane-florence_00000215_pre_disaster_target.png
hurricane-florence_00000225,37,36,28,9,8,0.756757,0.777778,0.767123,0.785091,0,0,1,dense,present,hurricane-florence_00000225_pre_disaster.png,hurricane-florence_00000225_pre_disaster_target.png
hurricane-florence_00000228,18,18,13,5,5,0.722222,0.722222,0.722222,0.813938,2,0,0,medium,present,hurricane-florence_00000228_pre_disaster.png,hurricane-florence_00000228_pre_disaster_target.png
hurricane-florence_00000235,7,7,5,2,2,0.714286,0.714286,0.714286,0.72809,0,0,0,medium,present,hurricane-florence_00000235_pre_disaster.png,hurricane-florence_00000235_pre_disaster_target.png
hurricane-florence_00000240,14,13,13,1,0,0.928571,1.0,0.962963,0.83156,0,0,1,medium,present,hurricane-florence_00000240_pre_disaster.png,hurricane-florence_00000240_pre_disaster_target.png
hurricane-florence_00000249,9,11,9,0,2,1.0,0.818182,0.9,0.822555,0,0,-2,medium,present,hurricane-florence_00000249_pre_disaster.png,hurricane-florence_00000249_pre_disaster_target.png
hurricane-florence_00000253,5,3,3,2,0,0.6,1.0,0.75,0.82912,0,0,2,sparse,present,hurricane-florence_00000253_pre_disaster.png,hurricane-florence_00000253_pre_disaster_target.png
hurricane-florence_00000262,20,23,17,3,6,0.85,0.73913,0.790698,0.847712,0,0,-3,medium,present,hurricane-florence_00000262_pre_disaster.png,hurricane-florence_00000262_pre_disaster_target.png
hurricane-florence_00000265,44,45,38,6,7,0.863636,0.844444,0.853933,0.792684,0,1,-1,dense,present,hurricane-florence_00000265_pre_disaster.png,hurricane-florence_00000265_pre_disaster_target.png
hurricane-florence_00000267,1,2,1,0,1,1.0,0.5,0.666667,0.627451,0,0,-1,sparse,present,hurricane-florence_00000267_pre_disaster.png,hurricane-florence_00000267_pre_disaster_target.png
hurricane-florence_00000268,19,22,14,5,8,0.736842,0.636364,0.682927,0.795166,0,0,-3,medium,present,hurricane-florence_00000268_pre_disaster.png,hurricane-florence_00000268_pre_disaster_target.png
hurricane-florence_00000276,4,4,4,0,0,1.0,1.0,1.0,0.840525,0,0,0,sparse,present,hurricane-florence_00000276_pre_disaster.png,hurricane-florence_00000276_pre_disaster_target.png
hurricane-florence_00000286,15,18,14,1,4,0.933333,0.777778,0.848485,0.778398,1,0,-3,medium,present,hurricane-florence_00000286_pre_disaster.png,hurricane-florence_00000286_pre_disaster_target.png
hurricane-florence_00000288,13,12,9,4,3,0.692308,0.75,0.72,0.79526,0,0,1,medium,present,hurricane-florence_00000288_pre_disaster.png,hurricane-florence_00000288_pre_disaster_target.png
hurricane-florence_00000292,9,11,8,1,3,0.888889,0.727273,0.8,0.780245,0,0,-2,medium,present,hurricane-florence_00000292_pre_disaster.png,hurricane-florence_00000292_pre_disaster_target.png
hurricane-florence_00000294,54,54,45,9,9,0.833333,0.833333,0.833333,0.774741,1,0,0,dense,present,hurricane-florence_00000294_pre_disaster.png,hurricane-florence_00000294_pre_disaster_target.png
hurricane-florence_00000301,18,17,16,2,1,0.888889,0.941176,0.914286,0.78336,0,1,1,medium,present,hurricane-florence_00000301_pre_disaster.png,hurricane-florence_00000301_pre_disaster_target.png
hurricane-florence_00000307,12,16,8,4,8,0.666667,0.5,0.571429,0.744524,2,0,-4,medium,present,hurricane-florence_00000307_pre_disaster.png,hurricane-florence_00000307_pre_disaster_target.png
hurricane-florence_00000317,25,25,22,3,3,0.88,0.88,0.88,0.817257,0,0,0,medium,present,hurricane-florence_00000317_pre_disaster.png,hurricane-florence_00000317_pre_disaster_target.png
hurricane-florence_00000318,25,26,22,3,4,0.88,0.846154,0.862745,0.813553,0,1,-1,medium,present,hurricane-florence_00000318_pre_disaster.png,hurricane-florence_00000318_pre_disaster_target.png
hurricane-florence_00000321,21,22,17,4,5,0.809524,0.772727,0.790698,0.799657,0,0,-1,medium,present,hurricane-florence_00000321_pre_disaster.png,hurricane-florence_00000321_pre_disaster_target.png
hurricane-florence_00000323,4,2,2,2,0,0.5,1.0,0.666667,0.767225,0,0,2,sparse,present,hurricane-florence_00000323_pre_disaster.png,hurricane-florence_00000323_pre_disaster_target.png
hurricane-florence_00000326,19,23,18,1,5,0.947368,0.782609,0.857143,0.840114,1,0,-4,medium,present,hurricane-florence_00000326_pre_disaster.png,hurricane-florence_00000326_pre_disaster_target.png
hurricane-florence_00000342,8,8,5,3,3,0.625,0.625,0.625,0.793473,0,0,0,medium,present,hurricane-florence_00000342_pre_disaster.png,hurricane-florence_00000342_pre_disaster_target.png
hurricane-florence_00000343,7,6,6,1,0,0.857143,1.0,0.923077,0.814752,0,0,1,medium,present,hurricane-florence_00000343_pre_disaster.png,hurricane-florence_00000343_pre_disaster_target.png
hurricane-florence_00000363,4,5,3,1,2,0.75,0.6,0.666667,0.913132,0,0,-1,medium,present,hurricane-florence_00000363_pre_disaster.png,hurricane-florence_00000363_pre_disaster_target.png
hurricane-florence_00000364,65,75,51,14,24,0.784615,0.68,0.728571,0.793898,8,1,-10,dense,present,hurricane-florence_00000364_pre_disaster.png,hurricane-florence_00000364_pre_disaster_target.png
hurricane-florence_00000375,3,3,3,0,0,1.0,1.0,1.0,0.883783,0,0,0,sparse,present,hurricane-florence_00000375_pre_disaster.png,hurricane-florence_00000375_pre_disaster_target.png
hurricane-florence_00000377,81,82,76,5,6,0.938272,0.926829,0.932515,0.815627,1,0,-1,dense,present,hurricane-florence_00000377_pre_disaster.png,hurricane-florence_00000377_pre_disaster_target.png
hurricane-florence_00000378,4,4,4,0,0,1.0,1.0,1.0,0.854855,0,0,0,sparse,present,hurricane-florence_00000378_pre_disaster.png,hurricane-florence_00000378_pre_disaster_target.png
hurricane-florence_00000384,40,41,34,6,7,0.85,0.829268,0.839506,0.82154,1,1,-1,dense,present,hurricane-florence_00000384_pre_disaster.png,hurricane-florence_00000384_pre_disaster_target.png
hurricane-florence_00000386,7,8,7,0,1,1.0,0.875,0.933333,0.839258,0,0,-1,medium,present,hurricane-florence_00000386_pre_disaster.png,hurricane-florence_00000386_pre_disaster_target.png
hurricane-florence_00000396,12,10,10,2,0,0.833333,1.0,0.909091,0.809592,0,0,2,medium,present,hurricane-florence_00000396_pre_disaster.png,hurricane-florence_00000396_pre_disaster_target.png
hurricane-florence_00000400,9,11,8,1,3,0.888889,0.727273,0.8,0.785922,0,0,-2,medium,present,hurricane-florence_00000400_pre_disaster.png,hurricane-florence_00000400_pre_disaster_target.png
hurricane-florence_00000415,5,4,4,1,0,0.8,1.0,0.888889,0.873365,0,0,1,sparse,present,hurricane-florence_00000415_pre_disaster.png,hurricane-florence_00000415_pre_disaster_target.png
hurricane-florence_00000417,29,36,26,3,10,0.896552,0.722222,0.8,0.81613,1,0,-7,dense,present,hurricane-florence_00000417_pre_disaster.png,hurricane-florence_00000417_pre_disaster_target.png
hurricane-florence_00000421,24,22,17,7,5,0.708333,0.772727,0.73913,0.859758,1,1,2,medium,present,hurricane-florence_00000421_pre_disaster.png,hurricane-florence_00000421_pre_disaster_target.png
hurricane-florence_00000434,1,2,1,0,1,1.0,0.5,0.666667,0.830032,0,0,-1,sparse,present,hurricane-florence_00000434_pre_disaster.png,hurricane-florence_00000434_pre_disaster_target.png
hurricane-florence_00000448,14,14,14,0,0,1.0,1.0,1.0,0.823328,0,0,0,medium,present,hurricane-florence_00000448_pre_disaster.png,hurricane-florence_00000448_pre_disaster_target.png
hurricane-florence_00000456,6,6,5,1,1,0.833333,0.833333,0.833333,0.764774,0,0,0,medium,present,hurricane-florence_00000456_pre_disaster.png,hurricane-florence_00000456_pre_disaster_target.png
hurricane-florence_00000466,5,4,4,1,0,0.8,1.0,0.888889,0.849543,0,0,1,sparse,present,hurricane-florence_00000466_pre_disaster.png,hurricane-florence_00000466_pre_disaster_target.png
hurricane-florence_00000468,10,10,10,0,0,1.0,1.0,1.0,0.860687,0,0,0,medium,present,hurricane-florence_00000468_pre_disaster.png,hurricane-florence_00000468_pre_disaster_target.png
hurricane-florence_00000471,1,1,1,0,0,1.0,1.0,1.0,0.80847,0,0,0,sparse,present,hurricane-florence_00000471_pre_disaster.png,hurricane-florence_00000471_pre_disaster_target.png
hurricane-florence_00000480,14,14,13,1,1,0.928571,0.928571,0.928571,0.760701,1,0,0,medium,present,hurricane-florence_00000480_pre_disaster.png,hurricane-florence_00000480_pre_disaster_target.png
hurricane-florence_00000483,12,13,11,1,2,0.916667,0.846154,0.88,0.837775,0,0,-1,medium,present,hurricane-florence_00000483_pre_disaster.png,hurricane-florence_00000483_pre_disaster_target.png
hurricane-florence_00000488,25,23,22,3,1,0.88,0.956522,0.916667,0.77004,1,0,2,medium,present,hurricane-florence_00000488_pre_disaster.png,hurricane-florence_00000488_pre_disaster_target.png
hurricane-florence_00000491,10,10,10,0,0,1.0,1.0,1.0,0.897322,0,0,0,medium,present,hurricane-florence_00000491_pre_disaster.png,hurricane-florence_00000491_pre_disaster_target.png
hurricane-florence_00000507,8,8,7,1,1,0.875,0.875,0.875,0.792649,0,0,0,medium,present,hurricane-florence_00000507_pre_disaster.png,hurricane-florence_00000507_pre_disaster_target.png
hurricane-florence_00000509,6,9,6,0,3,1.0,0.666667,0.8,0.903699,0,0,-3,medium,present,hurricane-florence_00000509_pre_disaster.png,hurricane-florence_00000509_pre_disaster_target.png
hurricane-florence_00000519,5,5,4,1,1,0.8,0.8,0.8,0.899392,0,0,0,medium,present,hurricane-florence_00000519_pre_disaster.png,hurricane-florence_00000519_pre_disaster_target.png
hurricane-florence_00000525,0,0,0,0,0,1.0,1.0,1.0,,0,0,0,sparse,present,hurricane-florence_00000525_pre_disaster.png,hurricane-florence_00000525_pre_disaster_target.png
hurricane-florence_00000528,13,11,11,2,0,0.846154,1.0,0.916667,0.830435,0,0,2,medium,present,hurricane-florence_00000528_pre_disaster.png,hurricane-florence_00000528_pre_disaster_target.png
hurricane-florence_00000530,6,7,6,0,1,1.0,0.857143,0.923077,0.826125,0,0,-1,medium,present,hurricane-florence_00000530_pre_disaster.png,hurricane-florence_00000530_pre_disaster_target.png
hurricane-florence_00000535,18,16,12,6,4,0.666667,0.75,0.705882,0.851788,2,0,2,medium,present,hurricane-florence_00000535_pre_disaster.png,hurricane-florence_00000535_pre_disaster_target.png
hurricane-florence_00000541,12,9,9,3,0,0.75,1.0,0.857143,0.848695,0,1,3,medium,present,hurricane-florence_00000541_pre_disaster.png,hurricane-florence_00000541_pre_disaster_target.png
hurricane-florence_00000543,10,6,6,4,0,0.6,1.0,0.75,0.8446,0,0,4,medium,present,hurricane-florence_00000543_pre_disaster.png,hurricane-florence_00000543_pre_disaster_target.png
hurricane-florence_00000544,1,2,1,0,1,1.0,0.5,0.666667,0.953664,0,0,-1,sparse,present,hurricane-florence_00000544_pre_disaster.png,hurricane-florence_00000544_pre_disaster_target.png
hurricane-harvey_00000003,20,19,14,6,5,0.7,0.736842,0.717949,0.850899,1,1,1,medium,present,hurricane-harvey_00000003_pre_disaster.png,hurricane-harvey_00000003_pre_disaster_target.png
hurricane-harvey_00000011,119,144,78,41,66,0.655462,0.541667,0.593156,0.791687,24,3,-25,dense,present,hurricane-harvey_00000011_pre_disaster.png,hurricane-harvey_00000011_pre_disaster_target.png
hurricane-harvey_00000018,113,115,81,32,34,0.716814,0.704348,0.710526,0.736818,7,13,-2,dense,present,hurricane-harvey_00000018_pre_disaster.png,hurricane-harvey_00000018_pre_disaster_target.png
hurricane-harvey_00000023,94,98,75,19,23,0.797872,0.765306,0.78125,0.80114,2,7,-4,dense,present,hurricane-harvey_00000023_pre_disaster.png,hurricane-harvey_00000023_pre_disaster_target.png
hurricane-harvey_00000033,16,23,9,7,14,0.5625,0.391304,0.461538,0.740846,3,1,-7,medium,present,hurricane-harvey_00000033_pre_disaster.png,hurricane-harvey_00000033_pre_disaster_target.png
hurricane-harvey_00000036,9,6,6,3,0,0.666667,1.0,0.8,0.759442,0,0,3,medium,present,hurricane-harvey_00000036_pre_disaster.png,hurricane-harvey_00000036_pre_disaster_target.png
hurricane-harvey_00000037,2,2,2,0,0,1.0,1.0,1.0,0.932825,0,0,0,sparse,present,hurricane-harvey_00000037_pre_disaster.png,hurricane-harvey_00000037_pre_disaster_target.png
hurricane-harvey_00000044,2,2,2,0,0,1.0,1.0,1.0,0.664785,0,0,0,sparse,present,hurricane-harvey_00000044_pre_disaster.png,hurricane-harvey_00000044_pre_disaster_target.png
hurricane-harvey_00000058,1,2,1,0,1,1.0,0.5,0.666667,0.878004,0,0,-1,sparse,present,hurricane-harvey_00000058_pre_disaster.png,hurricane-harvey_00000058_pre_disaster_target.png
hurricane-harvey_00000062,7,14,5,2,9,0.714286,0.357143,0.47619,0.768743,0,0,-7,medium,present,hurricane-harvey_00000062_pre_disaster.png,hurricane-harvey_00000062_pre_disaster_target.png
hurricane-harvey_00000063,2,2,2,0,0,1.0,1.0,1.0,0.888495,0,0,0,sparse,present,hurricane-harvey_00000063_pre_disaster.png,hurricane-harvey_00000063_pre_disaster_target.png
hurricane-harvey_00000064,8,9,7,1,2,0.875,0.777778,0.823529,0.80304,0,0,-1,medium,present,hurricane-harvey_00000064_pre_disaster.png,hurricane-harvey_00000064_pre_disaster_target.png
hurricane-harvey_00000068,8,10,8,0,2,1.0,0.8,0.888889,0.834262,0,0,-2,medium,present,hurricane-harvey_00000068_pre_disaster.png,hurricane-harvey_00000068_pre_disaster_target.png
hurricane-harvey_00000078,130,136,109,21,27,0.838462,0.801471,0.819549,0.836981,8,0,-6,dense,present,hurricane-harvey_00000078_pre_disaster.png,hurricane-harvey_00000078_pre_disaster_target.png
hurricane-harvey_00000093,0,0,0,0,0,1.0,1.0,1.0,,0,0,0,sparse,present,hurricane-harvey_00000093_pre_disaster.png,hurricane-harvey_00000093_pre_disaster_target.png
hurricane-harvey_00000096,156,133,90,66,43,0.576923,0.676692,0.622837,0.754049,15,24,23,dense,present,hurricane-harvey_00000096_pre_disaster.png,hurricane-harvey_00000096_pre_disaster_target.png
hurricane-harvey_00000097,9,7,6,3,1,0.666667,0.857143,0.75,0.84028,0,0,2,medium,present,hurricane-harvey_00000097_pre_disaster.png,hurricane-harvey_00000097_pre_disaster_target.png
hurricane-harvey_00000103,3,3,3,0,0,1.0,1.0,1.0,0.89145,0,0,0,sparse,present,hurricane-harvey_00000103_pre_disaster.png,hurricane-harvey_00000103_pre_disaster_target.png
hurricane-harvey_00000105,118,148,85,33,63,0.720339,0.574324,0.639098,0.814324,22,5,-30,dense,present,hurricane-harvey_00000105_pre_disaster.png,hurricane-harvey_00000105_pre_disaster_target.png
hurricane-harvey_00000112,191,206,169,22,37,0.884817,0.820388,0.851385,0.811885,19,2,-15,dense,present,hurricane-harvey_00000112_pre_disaster.png,hurricane-harvey_00000112_pre_disaster_target.png
hurricane-harvey_00000120,47,49,42,5,7,0.893617,0.857143,0.875,0.804004,3,0,-2,dense,present,hurricane-harvey_00000120_pre_disaster.png,hurricane-harvey_00000120_pre_disaster_target.png
hurricane-harvey_00000122,178,213,150,28,63,0.842697,0.704225,0.767263,0.86155,23,4,-35,dense,present,hurricane-harvey_00000122_pre_disaster.png,hurricane-harvey_00000122_pre_disaster_target.png
hurricane-harvey_00000127,50,50,44,6,6,0.88,0.88,0.88,0.884781,1,1,0,dense,present,hurricane-harvey_00000127_pre_disaster.png,hurricane-harvey_00000127_pre_disaster_target.png
hurricane-harvey_00000131,216,255,170,46,85,0.787037,0.666667,0.721868,0.793619,37,3,-39,dense,present,hurricane-harvey_00000131_pre_disaster.png,hurricane-harvey_00000131_pre_disaster_target.png
hurricane-harvey_00000133,21,9,9,12,0,0.428571,1.0,0.6,0.816719,0,0,12,medium,present,hurricane-harvey_00000133_pre_disaster.png,hurricane-harvey_00000133_pre_disaster_target.png
hurricane-harvey_00000135,71,70,52,19,18,0.732394,0.742857,0.737589,0.847862,7,3,1,dense,present,hurricane-harvey_00000135_pre_disaster.png,hurricane-harvey_00000135_pre_disaster_target.png
hurricane-harvey_00000139,41,44,31,10,13,0.756098,0.704545,0.729412,0.86789,3,2,-3,dense,present,hurricane-harvey_00000139_pre_disaster.png,hurricane-harvey_00000139_pre_disaster_target.png
hurricane-harvey_00000143,18,16,7,11,9,0.388889,0.4375,0.411765,0.719036,4,0,2,medium,present,hurricane-harvey_00000143_pre_disaster.png,hurricane-harvey_00000143_pre_disaster_target.png
hurricane-harvey_00000150,11,11,8,3,3,0.727273,0.727273,0.727273,0.826709,0,0,0,medium,present,hurricane-harvey_00000150_pre_disaster.png,hurricane-harvey_00000150_pre_disaster_target.png
